"Pressure","VMAG","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0057695,0.17276,-0.17248,0.0097313,0,1,0.326,0.5,0.326,0
-0.0058606,0.17319,-0.1729,0.0098646,0,1,0.327,0.5,0.327,0
-0.0059518,0.17362,-0.17332,0.0099979,0,1,0.328,0.5,0.328,0
-0.0060481,0.17404,-0.17373,0.01014,0,1,0.329,0.5,0.329,0
-0.006145,0.17445,-0.17414,0.010284,0,1,0.33,0.5,0.33,0
-0.006242,0.17487,-0.17455,0.010427,0,1,0.331,0.5,0.331,0
-0.006339,0.17529,-0.17496,0.010571,0,1,0.332,0.5,0.332,0
-0.0064359,0.17571,-0.17537,0.010714,0,1,0.333,0.5,0.333,0
-0.0065329,0.17612,-0.17577,0.010858,0,1,0.334,0.5,0.334,0
-0.0066299,0.17654,-0.17618,0.011001,0,1,0.335,0.5,0.335,0
-0.0067272,0.17696,-0.17659,0.011145,0,1,0.336,0.5,0.336,0
-0.0068301,0.17737,-0.17699,0.011299,0,1,0.337,0.5,0.337,0
-0.0069331,0.17777,-0.17739,0.011453,0,1,0.338,0.5,0.338,0
-0.007036,0.17818,-0.17778,0.011607,0,1,0.339,0.5,0.339,0
-0.0071389,0.17858,-0.17818,0.011761,0,1,0.34,0.5,0.34,0
-0.0072419,0.17899,-0.17858,0.011915,0,1,0.341,0.5,0.341,0
-0.0073448,0.1794,-0.17897,0.012069,0,1,0.342,0.5,0.342,0
-0.0074477,0.1798,-0.17937,0.012223,0,1,0.343,0.5,0.343,0
-0.0075522,0.18021,-0.17977,0.01238,0,1,0.344,0.5,0.344,0
-0.0076613,0.1806,-0.18015,0.012544,0,1,0.345,0.5,0.345,0
-0.0077704,0.18099,-0.18053,0.012709,0,1,0.346,0.5,0.346,0
-0.0078794,0.18139,-0.18091,0.012874,0,1,0.347,0.5,0.347,0
-0.0079885,0.18178,-0.1813,0.013039,0,1,0.348,0.5,0.348,0
-0.0080976,0.18218,-0.18168,0.013203,0,1,0.349,0.5,0.349,0
-0.0082067,0.18257,-0.18206,0.013368,0,1,0.35,0.5,0.35,0
-0.0083157,0.18296,-0.18245,0.013533,0,1,0.351,0.5,0.351,0
-0.0084276,0.18335,-0.18282,0.013702,0,1,0.352,0.5,0.352,0
-0.0085429,0.18373,-0.18319,0.013878,0,1,0.353,0.5,0.353,0
-0.0086583,0.18411,-0.18356,0.014054,0,1,0.354,0.5,0.354,0
-0.0087737,0.18449,-0.18393,0.014229,0,1,0.355,0.5,0.355,0
-0.0088891,0.18487,-0.1843,0.014405,0,1,0.356,0.5,0.356,0
-0.0090045,0.18526,-0.18466,0.014581,0,1,0.357,0.5,0.357,0
-0.0091198,0.18564,-0.18503,0.014757,0,1,0.358,0.5,0.358,0
-0.0092352,0.18602,-0.1854,0.014932,0,1,0.359,0.5,0.359,0
-0.0093546,0.18639,-0.18576,0.015115,0,1,0.36,0.5,0.36,0
-0.0094764,0.18675,-0.18611,0.015302,0,1,0.361,0.5,0.361,0
-0.0095983,0.18712,-0.18646,0.015489,0,1,0.362,0.5,0.362,0
-0.0097201,0.18748,-0.18681,0.015676,0,1,0.363,0.5,0.363,0
-0.0098419,0.18785,-0.18716,0.015863,0,1,0.364,0.5,0.364,0
-0.0099638,0.18822,-0.18751,0.01605,0,1,0.365,0.5,0.365,0
-0.010086,0.18858,-0.18786,0.016236,0,1,0.366,0.5,0.366,0
-0.010207,0.18895,-0.18821,0.016423,0,1,0.367,0.5,0.367,0
-0.010335,0.1893,-0.18855,0.016619,0,1,0.368,0.5,0.368,0
-0.010463,0.18965,-0.18888,0.016818,0,1,0.369,0.5,0.369,0
-0.010591,0.19,-0.18922,0.017016,0,1,0.37,0.5,0.37,0
-0.01072,0.19035,-0.18955,0.017214,0,1,0.371,0.5,0.371,0
-0.010848,0.1907,-0.18988,0.017412,0,1,0.372,0.5,0.372,0
-0.010977,0.19105,-0.19021,0.017611,0,1,0.373,0.5,0.373,0
-0.011105,0.1914,-0.19055,0.017809,0,1,0.374,0.5,0.374,0
-0.011234,0.19175,-0.19088,0.018007,0,1,0.375,0.5,0.375,0
-0.011369,0.19208,-0.19119,0.018217,0,1,0.376,0.5,0.376,0
-0.011504,0.19241,-0.19151,0.018426,0,1,0.377,0.5,0.377,0
-0.011639,0.19274,-0.19182,0.018636,0,1,0.378,0.5,0.378,0
-0.011774,0.19307,-0.19213,0.018846,0,1,0.379,0.5,0.379,0
-0.011909,0.19341,-0.19244,0.019055,0,1,0.38,0.5,0.38,0
-0.012044,0.19374,-0.19276,0.019265,0,1,0.381,0.5,0.381,0
-0.012179,0.19407,-0.19307,0.019475,0,1,0.382,0.5,0.382,0
-0.012316,0.1944,-0.19338,0.019686,0,1,0.383,0.5,0.383,0
-0.012458,0.19471,-0.19367,0.019908,0,1,0.384,0.5,0.384,0
-0.0126,0.19503,-0.19396,0.020129,0,1,0.385,0.5,0.385,0
-0.012741,0.19534,-0.19425,0.02035,0,1,0.386,0.5,0.386,0
-0.012883,0.19565,-0.19455,0.020571,0,1,0.387,0.5,0.387,0
-0.013025,0.19597,-0.19484,0.020792,0,1,0.388,0.5,0.388,0
-0.013167,0.19628,-0.19513,0.021013,0,1,0.389,0.5,0.389,0
-0.013309,0.19659,-0.19542,0.021234,0,1,0.39,0.5,0.39,0
-0.013453,0.1969,-0.1957,0.02146,0,1,0.391,0.5,0.391,0
-0.013602,0.19719,-0.19597,0.021693,0,1,0.392,0.5,0.392,0
-0.013751,0.19748,-0.19624,0.021925,0,1,0.393,0.5,0.393,0
-0.0139,0.19778,-0.19651,0.022158,0,1,0.394,0.5,0.394,0
-0.014048,0.19807,-0.19678,0.022391,0,1,0.395,0.5,0.395,0
-0.014197,0.19836,-0.19705,0.022623,0,1,0.396,0.5,0.396,0
-0.014346,0.19866,-0.19731,0.022856,0,1,0.397,0.5,0.397,0
-0.014495,0.19895,-0.19758,0.023089,0,1,0.398,0.5,0.398,0
-0.014647,0.19923,-0.19784,0.023328,0,1,0.399,0.5,0.399,0
-0.014803,0.1995,-0.19808,0.023572,0,1,0.4,0.5,0.4,0
-0.014959,0.19977,-0.19832,0.023816,0,1,0.401,0.5,0.401,0
-0.015114,0.20005,-0.19857,0.02406,0,1,0.402,0.5,0.402,0
-0.01527,0.20032,-0.19881,0.024304,0,1,0.403,0.5,0.403,0
-0.015426,0.20059,-0.19906,0.024548,0,1,0.404,0.5,0.404,0
-0.015581,0.20086,-0.1993,0.024792,0,1,0.405,0.5,0.405,0
-0.015737,0.20113,-0.19954,0.025037,0,1,0.406,0.5,0.406,0
-0.015898,0.20139,-0.19977,0.025289,0,1,0.407,0.5,0.407,0
-0.01606,0.20163,-0.19999,0.025545,0,1,0.408,0.5,0.408,0
-0.016223,0.20188,-0.2002,0.0258,0,1,0.409,0.5,0.409,0
-0.016385,0.20213,-0.20042,0.026056,0,1,0.41,0.5,0.41,0
-0.016548,0.20238,-0.20064,0.026311,0,1,0.411,0.5,0.411,0
-0.016711,0.20263,-0.20085,0.026567,0,1,0.412,0.5,0.412,0
-0.016873,0.20288,-0.20107,0.026822,0,1,0.413,0.5,0.413,0
-0.017036,0.20313,-0.20129,0.027078,0,1,0.414,0.5,0.414,0
-0.017205,0.20335,-0.20148,0.027344,0,1,0.415,0.5,0.415,0
-0.017374,0.20358,-0.20167,0.02761,0,1,0.416,0.5,0.416,0
-0.017544,0.2038,-0.20186,0.027877,0,1,0.417,0.5,0.417,0
-0.017713,0.20403,-0.20205,0.028144,0,1,0.418,0.5,0.418,0
-0.017882,0.20425,-0.20224,0.02841,0,1,0.419,0.5,0.419,0
-0.018052,0.20448,-0.20243,0.028677,0,1,0.42,0.5,0.42,0
-0.018221,0.2047,-0.20262,0.028944,0,1,0.421,0.5,0.421,0
-0.018392,0.20492,-0.2028,0.029212,0,1,0.422,0.5,0.422,0
-0.018568,0.20512,-0.20296,0.02949,0,1,0.423,0.5,0.423,0
-0.018744,0.20532,-0.20312,0.029767,0,1,0.424,0.5,0.424,0
-0.018921,0.20552,-0.20328,0.030045,0,1,0.425,0.5,0.425,0
-0.019097,0.20572,-0.20344,0.030323,0,1,0.426,0.5,0.426,0
-0.019273,0.20592,-0.2036,0.0306,0,1,0.427,0.5,0.427,0
-0.019449,0.20612,-0.20376,0.030878,0,1,0.428,0.5,0.428,0
-0.019626,0.20631,-0.20392,0.031156,0,1,0.429,0.5,0.429,0
-0.019804,0.2065,-0.20407,0.031437,0,1,0.43,0.5,0.43,0
-0.019987,0.20668,-0.2042,0.031725,0,1,0.431,0.5,0.431,0
-0.02017,0.20685,-0.20433,0.032014,0,1,0.432,0.5,0.432,0
-0.020353,0.20702,-0.20446,0.032302,0,1,0.433,0.5,0.433,0
-0.020536,0.20719,-0.20458,0.03259,0,1,0.434,0.5,0.434,0
-0.020719,0.20737,-0.20471,0.032879,0,1,0.435,0.5,0.435,0
-0.020902,0.20754,-0.20484,0.033167,0,1,0.436,0.5,0.436,0
-0.021085,0.20771,-0.20497,0.033456,0,1,0.437,0.5,0.437,0
-0.021272,0.20787,-0.20508,0.033749,0,1,0.438,0.5,0.438,0
-0.021461,0.20801,-0.20518,0.034048,0,1,0.439,0.5,0.439,0
-0.021651,0.20816,-0.20527,0.034347,0,1,0.44,0.5,0.44,0
-0.021841,0.2083,-0.20537,0.034645,0,1,0.441,0.5,0.441,0
-0.02203,0.20844,-0.20546,0.034944,0,1,0.442,0.5,0.442,0
-0.02222,0.20859,-0.20556,0.035243,0,1,0.443,0.5,0.443,0
-0.02241,0.20873,-0.20565,0.035542,0,1,0.444,0.5,0.444,0
-0.022599,0.20888,-0.20575,0.03584,0,1,0.445,0.5,0.445,0
-0.022794,0.209,-0.20582,0.036146,0,1,0.446,0.5,0.446,0
-0.02299,0.20912,-0.20588,0.036455,0,1,0.447,0.5,0.447,0
-0.023186,0.20923,-0.20594,0.036763,0,1,0.448,0.5,0.448,0
-0.023382,0.20935,-0.206,0.037072,0,1,0.449,0.5,0.449,0
-0.023578,0.20946,-0.20607,0.037381,0,1,0.45,0.5,0.45,0
-0.023774,0.20958,-0.20613,0.037689,0,1,0.451,0.5,0.451,0
-0.02397,0.20969,-0.20619,0.037998,0,1,0.452,0.5,0.452,0
-0.024167,0.20981,-0.20625,0.038307,0,1,0.453,0.5,0.453,0
-0.024368,0.20989,-0.20628,0.038624,0,1,0.454,0.5,0.454,0
-0.024571,0.20998,-0.2063,0.038942,0,1,0.455,0.5,0.455,0
-0.024773,0.21006,-0.20633,0.03926,0,1,0.456,0.5,0.456,0
-0.024975,0.21015,-0.20635,0.039578,0,1,0.457,0.5,0.457,0
-0.025178,0.21023,-0.20638,0.039896,0,1,0.458,0.5,0.458,0
-0.02538,0.21032,-0.2064,0.040214,0,1,0.459,0.5,0.459,0
-0.025583,0.2104,-0.20643,0.040532,0,1,0.46,0.5,0.46,0
-0.025785,0.21049,-0.20645,0.040851,0,1,0.461,0.5,0.461,0
-0.025994,0.21054,-0.20644,0.041178,0,1,0.462,0.5,0.462,0
-0.026202,0.21059,-0.20643,0.041505,0,1,0.463,0.5,0.463,0
-0.026411,0.21065,-0.20641,0.041832,0,1,0.464,0.5,0.464,0
-0.026619,0.2107,-0.2064,0.042159,0,1,0.465,0.5,0.465,0
-0.026828,0.21075,-0.20639,0.042486,0,1,0.466,0.5,0.466,0
-0.027036,0.21081,-0.20638,0.042813,0,1,0.467,0.5,0.467,0
-0.027244,0.21086,-0.20636,0.04314,0,1,0.468,0.5,0.468,0
-0.027454,0.2109,-0.20634,0.04347,0,1,0.469,0.5,0.469,0
-0.027669,0.21093,-0.20629,0.043805,0,1,0.47,0.5,0.47,0
-0.027883,0.21095,-0.20624,0.04414,0,1,0.471,0.5,0.471,0
-0.028097,0.21097,-0.20619,0.044475,0,1,0.472,0.5,0.472,0
-0.028311,0.21099,-0.20614,0.044811,0,1,0.473,0.5,0.473,0
-0.028525,0.21101,-0.20608,0.045146,0,1,0.474,0.5,0.474,0
-0.028739,0.21103,-0.20603,0.045481,0,1,0.475,0.5,0.475,0
-0.028954,0.21105,-0.20598,0.045817,0,1,0.476,0.5,0.476,0
-0.02917,0.21106,-0.20591,0.046155,0,1,0.477,0.5,0.477,0
-0.02939,0.21105,-0.20582,0.046498,0,1,0.478,0.5,0.478,0
-0.029609,0.21103,-0.20573,0.046841,0,1,0.479,0.5,0.479,0
-0.029829,0.21102,-0.20564,0.047184,0,1,0.48,0.5,0.48,0
-0.030049,0.21101,-0.20555,0.047527,0,1,0.481,0.5,0.481,0
-0.030268,0.211,-0.20546,0.04787,0,1,0.482,0.5,0.482,0
-0.030488,0.21099,-0.20537,0.048212,0,1,0.483,0.5,0.483,0
-0.030707,0.21098,-0.20527,0.048555,0,1,0.484,0.5,0.484,0
-0.03093,0.21094,-0.20516,0.048902,0,1,0.485,0.5,0.485,0
-0.031155,0.2109,-0.20502,0.049252,0,1,0.486,0.5,0.486,0
-0.031379,0.21085,-0.20489,0.049602,0,1,0.487,0.5,0.487,0
-0.031604,0.21081,-0.20476,0.049952,0,1,0.488,0.5,0.488,0
-0.031829,0.21076,-0.20463,0.050301,0,1,0.489,0.5,0.489,0
-0.032053,0.21071,-0.20449,0.050651,0,1,0.49,0.5,0.49,0
-0.032278,0.21067,-0.20436,0.051001,0,1,0.491,0.5,0.491,0
-0.032503,0.21062,-0.20423,0.05135,0,1,0.492,0.5,0.492,0
-0.032731,0.21055,-0.20406,0.051705,0,1,0.493,0.5,0.493,0
-0.03296,0.21047,-0.20389,0.05206,0,1,0.494,0.5,0.494,0
-0.033189,0.21039,-0.20371,0.052416,0,1,0.495,0.5,0.495,0
-0.033419,0.21031,-0.20354,0.052772,0,1,0.496,0.5,0.496,0
-0.033648,0.21023,-0.20336,0.053127,0,1,0.497,0.5,0.497,0
-0.033877,0.21015,-0.20319,0.053483,0,1,0.498,0.5,0.498,0
-0.034107,0.21007,-0.20301,0.053839,0,1,0.499,0.5,0.499,0
-0.034336,0.20999,-0.20284,0.054194,0,1,0.5,0.5,0.5,0
-0.034569,0.20987,-0.20262,0.054555,0,1,0.501,0.5,0.501,0
-0.034803,0.20976,-0.2024,0.054916,0,1,0.502,0.5,0.502,0
-0.035036,0.20965,-0.20218,0.055276,0,1,0.503,0.5,0.503,0
-0.03527,0.20953,-0.20196,0.055637,0,1,0.504,0.5,0.504,0
-0.035503,0.20942,-0.20174,0.055998,0,1,0.505,0.5,0.505,0
-0.035736,0.2093,-0.20152,0.056359,0,1,0.506,0.5,0.506,0
-0.03597,0.20919,-0.20131,0.056719,0,1,0.507,0.5,0.507,0
-0.036204,0.20907,-0.20108,0.057081,0,1,0.508,0.5,0.508,0
-0.036441,0.20892,-0.20082,0.057446,0,1,0.509,0.5,0.509,0
-0.036678,0.20877,-0.20055,0.05781,0,1,0.51,0.5,0.51,0
-0.036915,0.20862,-0.20029,0.058175,0,1,0.511,0.5,0.511,0
-0.037153,0.20847,-0.20003,0.05854,0,1,0.512,0.5,0.512,0
-0.03739,0.20832,-0.19977,0.058905,0,1,0.513,0.5,0.513,0
-0.037627,0.20817,-0.1995,0.05927,0,1,0.514,0.5,0.514,0
-0.037864,0.20802,-0.19924,0.059634,0,1,0.515,0.5,0.515,0
-0.038102,0.20785,-0.19896,0.06,0,1,0.516,0.5,0.516,0
-0.038342,0.20767,-0.19865,0.060368,0,1,0.517,0.5,0.517,0
-0.038583,0.20748,-0.19835,0.060736,0,1,0.518,0.5,0.518,0
-0.038823,0.2073,-0.19804,0.061104,0,1,0.519,0.5,0.519,0
-0.039063,0.20711,-0.19773,0.061472,0,1,0.52,0.5,0.52,0
-0.039303,0.20693,-0.19742,0.06184,0,1,0.521,0.5,0.521,0
-0.039544,0.20675,-0.19711,0.062208,0,1,0.522,0.5,0.522,0
-0.039784,0.20656,-0.19681,0.062575,0,1,0.523,0.5,0.523,0
-0.040026,0.20636,-0.19647,0.062944,0,1,0.524,0.5,0.524,0
-0.040269,0.20614,-0.19612,0.063314,0,1,0.525,0.5,0.525,0
-0.040511,0.20592,-0.19577,0.063684,0,1,0.526,0.5,0.526,0
-0.040754,0.2057,-0.19541,0.064054,0,1,0.527,0.5,0.527,0
-0.040997,0.20548,-0.19506,0.064424,0,1,0.528,0.5,0.528,0
-0.04124,0.20526,-0.19471,0.064794,0,1,0.529,0.5,0.529,0
-0.041483,0.20504,-0.19435,0.065163,0,1,0.53,0.5,0.53,0
-0.041726,0.20482,-0.194,0.065533,0,1,0.531,0.5,0.531,0
-0.04197,0.20457,-0.19361,0.065904,0,1,0.532,0.5,0.532,0
-0.042215,0.20432,-0.19321,0.066274,0,1,0.533,0.5,0.533,0
-0.042459,0.20406,-0.19281,0.066645,0,1,0.534,0.5,0.534,0
-0.042704,0.20381,-0.19241,0.067016,0,1,0.535,0.5,0.535,0
-0.042949,0.20355,-0.19201,0.067386,0,1,0.536,0.5,0.536,0
-0.043194,0.2033,-0.19162,0.067757,0,1,0.537,0.5,0.537,0
-0.043439,0.20304,-0.19122,0.068128,0,1,0.538,0.5,0.538,0
-0.043683,0.20279,-0.19082,0.068498,0,1,0.539,0.5,0.539,0
-0.043929,0.2025,-0.19037,0.068869,0,1,0.54,0.5,0.54,0
-0.044175,0.20221,-0.18993,0.069239,0,1,0.541,0.5,0.541,0
-0.044422,0.20192,-0.18948,0.069609,0,1,0.542,0.5,0.542,0
-0.044668,0.20163,-0.18904,0.069979,0,1,0.543,0.5,0.543,0
-0.044914,0.20134,-0.18859,0.07035,0,1,0.544,0.5,0.544,0
-0.04516,0.20105,-0.18815,0.07072,0,1,0.545,0.5,0.545,0
-0.045406,0.20076,-0.1877,0.07109,0,1,0.546,0.5,0.546,0
-0.045652,0.20047,-0.18725,0.07146,0,1,0.547,0.5,0.547,0
-0.045899,0.20015,-0.18676,0.071829,0,1,0.548,0.5,0.548,0
-0.046146,0.19982,-0.18626,0.072197,0,1,0.549,0.5,0.549,0
-0.046392,0.1995,-0.18577,0.072566,0,1,0.55,0.5,0.55,0
-0.046639,0.19918,-0.18528,0.072935,0,1,0.551,0.5,0.551,0
-0.046886,0.19885,-0.18479,0.073303,0,1,0.552,0.5,0.552,0
-0.047133,0.19853,-0.18429,0.073672,0,1,0.553,0.5,0.553,0
-0.047379,0.19821,-0.1838,0.074041,0,1,0.554,0.5,0.554,0
-0.047626,0.19787,-0.18329,0.074408,0,1,0.555,0.5,0.555,0
-0.047873,0.19752,-0.18276,0.074774,0,1,0.556,0.5,0.556,0
-0.048119,0.19716,-0.18222,0.07514,0,1,0.557,0.5,0.557,0
-0.048366,0.19681,-0.18168,0.075505,0,1,0.558,0.5,0.558,0
-0.048613,0.19645,-0.18114,0.075871,0,1,0.559,0.5,0.559,0
-0.04886,0.19609,-0.1806,0.076237,0,1,0.56,0.5,0.56,0
-0.049106,0.19574,-0.18006,0.076602,0,1,0.561,0.5,0.561,0
-0.049353,0.19538,-0.17952,0.076968,0,1,0.562,0.5,0.562,0
-0.049599,0.19501,-0.17896,0.077332,0,1,0.563,0.5,0.563,0
-0.049845,0.19462,-0.17837,0.077693,0,1,0.564,0.5,0.564,0
-0.050091,0.19423,-0.17779,0.078055,0,1,0.565,0.5,0.565,0
-0.050337,0.19384,-0.1772,0.078416,0,1,0.566,0.5,0.566,0
-0.050583,0.19346,-0.17662,0.078777,0,1,0.567,0.5,0.567,0
-0.050829,0.19307,-0.17603,0.079139,0,1,0.568,0.5,0.568,0
-0.051075,0.19268,-0.17545,0.0795,0,1,0.569,0.5,0.569,0
-0.051321,0.19229,-0.17486,0.079862,0,1,0.57,0.5,0.57,0
-0.051565,0.19188,-0.17424,0.080219,0,1,0.571,0.5,0.571,0
-0.05181,0.19146,-0.17361,0.080575,0,1,0.572,0.5,0.572,0
-0.052054,0.19104,-0.17298,0.080931,0,1,0.573,0.5,0.573,0
-0.052299,0.19063,-0.17235,0.081287,0,1,0.574,0.5,0.574,0
-0.052543,0.19021,-0.17172,0.081642,0,1,0.575,0.5,0.575,0
-0.052788,0.18979,-0.17109,0.081998,0,1,0.576,0.5,0.576,0
-0.053032,0.18937,-0.17045,0.082354,0,1,0.577,0.5,0.577,0
-0.053276,0.18895,-0.16982,0.08271,0,1,0.578,0.5,0.578,0
-0.053519,0.18851,-0.16915,0.08306,0,1,0.579,0.5,0.579,0
-0.053761,0.18806,-0.16847,0.083408,0,1,0.58,0.5,0.58,0
-0.054003,0.18761,-0.1678,0.083757,0,1,0.581,0.5,0.581,0
-0.054245,0.18716,-0.16712,0.084106,0,1,0.582,0.5,0.582,0
-0.054487,0.18671,-0.16644,0.084455,0,1,0.583,0.5,0.583,0
-0.05473,0.18626,-0.16576,0.084803,0,1,0.584,0.5,0.584,0
-0.054972,0.18582,-0.16508,0.085152,0,1,0.585,0.5,0.585,0
-0.055214,0.18537,-0.1644,0.0855,0,1,0.586,0.5,0.586,0
-0.055453,0.18489,-0.16368,0.085841,0,1,0.587,0.5,0.587,0
-0.055692,0.18441,-0.16296,0.086181,0,1,0.588,0.5,0.588,0
-0.055931,0.18394,-0.16223,0.086521,0,1,0.589,0.5,0.589,0
-0.05617,0.18346,-0.16151,0.086862,0,1,0.59,0.5,0.59,0
-0.056409,0.18299,-0.16079,0.087202,0,1,0.591,0.5,0.591,0
-0.056648,0.18251,-0.16007,0.087542,0,1,0.592,0.5,0.592,0
-0.056888,0.18204,-0.15934,0.087883,0,1,0.593,0.5,0.593,0
-0.057126,0.18155,-0.15861,0.08822,0,1,0.594,0.5,0.594,0
-0.057361,0.18105,-0.15784,0.088551,0,1,0.595,0.5,0.595,0
-0.057596,0.18055,-0.15707,0.088881,0,1,0.596,0.5,0.596,0
-0.057832,0.18005,-0.1563,0.089212,0,1,0.597,0.5,0.597,0
-0.058067,0.17955,-0.15554,0.089542,0,1,0.598,0.5,0.598,0
-0.058303,0.17905,-0.15477,0.089873,0,1,0.599,0.5,0.599,0
-0.058538,0.17855,-0.154,0.090203,0,1,0.6,0.5,0.6,0
-0.058773,0.17805,-0.15323,0.090534,0,1,0.601,0.5,0.601,0
-0.059007,0.17753,-0.15245,0.090859,0,1,0.602,0.5,0.602,0
-0.059237,0.17701,-0.15163,0.091178,0,1,0.603,0.5,0.603,0
-0.059468,0.17649,-0.15082,0.091497,0,1,0.604,0.5,0.604,0
-0.059699,0.17596,-0.15001,0.091816,0,1,0.605,0.5,0.605,0
-0.05993,0.17544,-0.1492,0.092136,0,1,0.606,0.5,0.606,0
-0.060161,0.17491,-0.14839,0.092455,0,1,0.607,0.5,0.607,0
-0.060392,0.17439,-0.14757,0.092774,0,1,0.608,0.5,0.608,0
-0.060622,0.17386,-0.14676,0.093093,0,1,0.609,0.5,0.609,0
-0.06085,0.17333,-0.14592,0.093404,0,1,0.61,0.5,0.61,0
-0.061075,0.17278,-0.14507,0.09371,0,1,0.611,0.5,0.611,0
-0.061301,0.17224,-0.14421,0.094017,0,1,0.612,0.5,0.612,0
-0.061527,0.17169,-0.14336,0.094323,0,1,0.613,0.5,0.613,0
-0.061752,0.17115,-0.1425,0.09463,0,1,0.614,0.5,0.614,0
-0.061978,0.1706,-0.14164,0.094936,0,1,0.615,0.5,0.615,0
-0.062203,0.17006,-0.14079,0.095242,0,1,0.616,0.5,0.616,0
-0.062429,0.16951,-0.13993,0.095549,0,1,0.617,0.5,0.617,0
-0.062649,0.16895,-0.13904,0.095843,0,1,0.618,0.5,0.618,0
-0.062869,0.16839,-0.13815,0.096136,0,1,0.619,0.5,0.619,0
-0.063088,0.16783,-0.13725,0.096428,0,1,0.62,0.5,0.62,0
-0.063308,0.16726,-0.13635,0.09672,0,1,0.621,0.5,0.621,0
-0.063527,0.1667,-0.13545,0.097012,0,1,0.622,0.5,0.622,0
-0.063747,0.16614,-0.13455,0.097304,0,1,0.623,0.5,0.623,0
-0.063966,0.16558,-0.13366,0.097596,0,1,0.624,0.5,0.624,0
-0.064186,0.16501,-0.13276,0.097889,0,1,0.625,0.5,0.625,0
-0.064399,0.16444,-0.13182,0.098165,0,1,0.626,0.5,0.626,0
-0.064612,0.16386,-0.13088,0.098442,0,1,0.627,0.5,0.627,0
-0.064824,0.16328,-0.12994,0.098718,0,1,0.628,0.5,0.628,0
-0.065037,0.1627,-0.129,0.098995,0,1,0.629,0.5,0.629,0
-0.06525,0.16213,-0.12806,0.099271,0,1,0.63,0.5,0.63,0
-0.065463,0.16155,-0.12712,0.099548,0,1,0.631,0.5,0.631,0
-0.065676,0.16097,-0.12618,0.099824,0,1,0.632,0.5,0.632,0
-0.065887,0.16039,-0.12523,0.1001,0,1,0.633,0.5,0.633,0
-0.066092,0.15981,-0.12425,0.10036,0,1,0.634,0.5,0.634,0
-0.066298,0.15922,-0.12327,0.10062,0,1,0.635,0.5,0.635,0
-0.066503,0.15863,-0.12229,0.10088,0,1,0.636,0.5,0.636,0
-0.066708,0.15804,-0.12131,0.10114,0,1,0.637,0.5,0.637,0
-0.066914,0.15746,-0.12033,0.10139,0,1,0.638,0.5,0.638,0
-0.067119,0.15687,-0.11935,0.10165,0,1,0.639,0.5,0.639,0
-0.067324,0.15628,-0.11837,0.10191,0,1,0.64,0.5,0.64,0
-0.067527,0.15569,-0.11738,0.10217,0,1,0.641,0.5,0.641,0
-0.067724,0.1551,-0.11636,0.10241,0,1,0.642,0.5,0.642,0
-0.067921,0.1545,-0.11534,0.10265,0,1,0.643,0.5,0.643,0
-0.068118,0.15391,-0.11432,0.10289,0,1,0.644,0.5,0.644,0
-0.068316,0.15332,-0.1133,0.10313,0,1,0.645,0.5,0.645,0
-0.068513,0.15272,-0.11228,0.10337,0,1,0.646,0.5,0.646,0
-0.06871,0.15213,-0.11126,0.10361,0,1,0.647,0.5,0.647,0
-0.068907,0.15153,-0.11024,0.10385,0,1,0.648,0.5,0.648,0
-0.0691,0.15094,-0.1092,0.10408,0,1,0.649,0.5,0.649,0
-0.069288,0.15034,-0.10814,0.1043,0,1,0.65,0.5,0.65,0
-0.069477,0.14975,-0.10708,0.10453,0,1,0.651,0.5,0.651,0
-0.069665,0.14915,-0.10602,0.10475,0,1,0.652,0.5,0.652,0
-0.069854,0.14856,-0.10496,0.10497,0,1,0.653,0.5,0.653,0
-0.070042,0.14796,-0.1039,0.10519,0,1,0.654,0.5,0.654,0
-0.070231,0.14737,-0.10284,0.10541,0,1,0.655,0.5,0.655,0
-0.070419,0.14677,-0.10179,0.10563,0,1,0.656,0.5,0.656,0
-0.070601,0.14618,-0.1007,0.10584,0,1,0.657,0.5,0.657,0
-0.07078,0.14559,-0.099602,0.10604,0,1,0.658,0.5,0.658,0
-0.070959,0.145,-0.098505,0.10624,0,1,0.659,0.5,0.659,0
-0.071138,0.14441,-0.097408,0.10644,0,1,0.66,0.5,0.66,0
-0.071318,0.14381,-0.096312,0.10664,0,1,0.661,0.5,0.661,0
-0.071497,0.14322,-0.095215,0.10684,0,1,0.662,0.5,0.662,0
-0.071676,0.14263,-0.094118,0.10704,0,1,0.663,0.5,0.663,0
-0.071855,0.14204,-0.093021,0.10724,0,1,0.664,0.5,0.664,0
-0.072025,0.14146,-0.09189,0.10741,0,1,0.665,0.5,0.665,0
-0.072194,0.14088,-0.090756,0.10759,0,1,0.666,0.5,0.666,0
-0.072363,0.1403,-0.089622,0.10777,0,1,0.667,0.5,0.667,0
-0.072533,0.13971,-0.088488,0.10795,0,1,0.668,0.5,0.668,0
-0.072702,0.13913,-0.087354,0.10812,0,1,0.669,0.5,0.669,0
-0.072871,0.13855,-0.08622,0.1083,0,1,0.67,0.5,0.67,0
-0.073041,0.13797,-0.085086,0.10848,0,1,0.671,0.5,0.671,0
-0.073209,0.13739,-0.083947,0.10865,0,1,0.672,0.5,0.672,0
